udise_code,school_name,state,district,block,location_type,management_type,category,total_students,total_teachers,total_classrooms,boys_toilets,girls_toilets,drinking_water_flag,electricity_flag,internet_flag,library_flag,desktops,laptops,playground_flag,furniture_flag,ramps_flag,solar_panel_flag,rainwater_flag,classes_from,classes_to,ptr,computers_total,toilets_total,students_per_class,toilets_per_100_students,computers_per_100_students,school_level,is_urban,is_rural,ptr_compliant,toilets_compliant,computers_compliant,water_compliant,electricity_compliant,internet_compliant,overall_compliance_score,infrastructure_need_score,ptr_squared,ptr_log,student_density,infrastructure_density,ptr_toilet_interaction,ptr_computer_interaction,state_encoded,district_encoded,block_encoded,location_type_encoded,management_type_encoded,category_encoded,school_level_encoded
UDISE000008,School 8,Delhi,Central,Block A,Urban,Government,Primary,1906,64,36,9,1,True,True,True,True,3,12,True,True,True,True,False,1,8,29.78125,15,10,52.94444444444444,0.5246589716684155,0.7869884575026233,upper_primary,True,False,True,False,False,True,True,True,0.6666666666666666,0.33333333333333337,886.9228515625,3.4269057383723625,51.513513513513516,0.03198741478762454,29.78125,29.78125,0,0,0,1,1,1,3
UDISE000097,School 97,Maharashtra,South,Block C,Urban,Aided,Higher Secondary,1017,21,16,2,4,True,True,True,False,12,9,False,True,False,False,False,1,12,48.42857142857143,21,6,63.5625,0.5899705014749262,2.0648967551622417,higher_secondary,True,False,False,False,False,True,True,True,0.5,0.5,2345.3265306122453,3.900528626002411,59.8235294117647,0.04223968565815324,48.42857142857143,48.42857142857143,2,3,2,1,0,0,0
UDISE000095,School 95,Maharashtra,West,Block B,Urban,Aided,Primary,785,98,30,4,7,True,True,False,True,7,8,True,True,True,False,True,9,12,8.010204081632653,15,11,26.166666666666668,1.4012738853503186,1.910828025477707,higher_secondary,True,False,True,True,False,True,True,False,0.6666666666666666,0.33333333333333337,64.16336942940441,2.198357721933388,25.322580645161292,0.07124681933842239,0.0,8.010204081632653,2,4,1,1,0,1,0
UDISE000077,School 77,Tamil Nadu,West,Block A,Urban,Aided,Primary,1514,66,11,8,5,True,True,False,True,19,11,False,False,False,True,True,6,12,22.939393939393938,30,13,137.63636363636363,0.8586525759577279,1.9815059445178336,higher_secondary,True,False,True,False,False,True,True,False,0.5,0.5,526.2157943067033,3.1755253839945867,126.16666666666667,0.03564356435643564,22.939393939393938,22.939393939393938,3,4,0,1,0,1,0
UDISE000017,School 17,Tamil Nadu,East,Block A,Rural,Private,Primary,1877,77,35,8,6,False,True,False,True,14,2,True,True,True,True,False,1,8,24.376623376623378,16,14,53.628571428571426,0.7458710708577517,0.8524240809802877,upper_primary,False,True,True,False,False,False,True,True,0.5,0.5,594.2197672457413,3.2338284107490445,52.138888888888886,0.03461128860489883,24.376623376623378,24.376623376623378,3,1,0,0,2,1,3
UDISE000009,School 9,Karnataka,West,Block B,Urban,Private,Higher Secondary,1415,54,40,5,3,True,True,True,False,16,8,True,False,True,False,False,1,12,26.203703703703702,24,8,35.375,0.5653710247349824,1.6961130742049468,higher_secondary,True,False,True,False,False,True,True,True,0.6666666666666666,0.33333333333333337,686.6340877914952,3.303353129609603,34.51219512195122,0.05084745762711865,26.203703703703702,26.203703703703702,1,4,1,1,2,0,0
UDISE000059,School 59,Karnataka,East,Block C,Rural,Private,Primary,107,9,7,8,4,True,True,True,True,0,0,True,False,False,False,False,6,12,11.88888888888889,0,12,15.285714285714286,11.214953271028037,0.0,higher_secondary,False,True,True,True,False,True,True,True,0.8333333333333334,0.16666666666666663,141.3456790123457,2.5563656137701454,13.375,0.17592592592592593,0.0,11.88888888888889,1,1,2,0,2,1,0
UDISE000038,School 38,Delhi,East,Block C,Rural,Government,Primary,1131,22,45,9,2,True,False,True,False,8,8,False,False,False,False,False,6,12,51.40909090909091,16,11,25.133333333333333,0.9725906277630416,1.414677276746242,higher_secondary,False,True,False,False,False,True,False,True,0.3333333333333333,0.6666666666666667,2642.894628099173,3.9590800669107433,24.58695652173913,0.0636042402826855,51.40909090909091,51.40909090909091,0,1,2,0,1,1,0
UDISE000054,School 54,Tamil Nadu,North,Block C,Rural,Government,Secondary,873,10,29,5,8,True,True,True,True,19,14,False,False,False,False,False,1,8,87.3,33,13,30.103448275862068,1.4891179839633446,3.7800687285223367,upper_primary,False,True,False,True,True,True,True,True,0.8333333333333334,0.16666666666666663,7621.289999999999,4.480740107609915,29.1,0.08581235697940504,0.0,0.0,3,2,2,0,1,2,3
UDISE000023,School 23,Maharashtra,Central,Block B,Urban,Private,Higher Secondary,925,17,7,0,7,True,True,False,False,6,13,True,True,True,False,False,9,8,54.411764705882355,19,7,132.14285714285714,0.7567567567567568,2.054054054054054,secondary,True,False,False,False,False,True,True,False,0.3333333333333333,0.6666666666666667,2960.6401384083047,4.014791930520147,115.625,0.035637149028077755,54.411764705882355,54.411764705882355,2,0,1,1,2,0,2
UDISE000085,School 85,Karnataka,South,Block C,Urban,Government,Primary,1586,30,28,5,1,True,True,True,True,13,10,True,True,True,False,False,1,12,52.86666666666667,23,6,56.642857142857146,0.37831021437578816,1.450189155107188,higher_secondary,True,False,False,False,False,True,True,True,0.5,0.5,2794.8844444444444,3.9865118574188854,54.689655172413794,0.035916824196597356,52.86666666666667,52.86666666666667,1,3,2,1,1,1,0
UDISE000057,School 57,Tamil Nadu,North,Block C,Urban,Government,Secondary,1190,73,21,7,6,False,True,True,False,4,6,False,False,True,False,False,1,5,16.301369863013697,10,13,56.666666666666664,1.0924369747899159,0.8403361344537815,primary,True,False,True,False,False,False,True,True,0.5,0.5,265.7346594107712,2.8507856812020997,54.09090909090909,0.036943744752308987,16.301369863013697,16.301369863013697,3,2,2,1,1,2,1
UDISE000042,School 42,Karnataka,Central,Block A,Rural,Private,Secondary,878,30,18,3,9,True,True,True,False,19,12,False,True,True,False,False,6,5,29.266666666666666,31,12,48.77777777777778,1.366742596810934,3.530751708428246,upper_primary,False,True,True,True,True,True,True,True,1.0,0.0,856.5377777777777,3.410046996939138,46.21052631578947,0.06939704209328783,0.0,0.0,1,0,0,0,2,2,3
UDISE000033,School 33,Tamil Nadu,South,Block B,Rural,Government,Higher Secondary,222,60,36,1,4,True,True,False,True,1,11,True,False,False,False,False,9,12,3.7,12,5,6.166666666666667,2.2522522522522523,5.405405405405405,higher_secondary,False,True,True,True,False,True,True,False,0.6666666666666666,0.33333333333333337,13.690000000000001,1.547562508716013,6.0,0.23766816143497757,0.0,3.7,3,3,1,0,1,0,0
UDISE000012,School 12,Karnataka,West,Block B,Rural,Aided,Secondary,560,45,32,8,8,True,True,False,True,9,5,True,True,True,False,False,9,5,12.444444444444445,14,16,17.5,2.857142857142857,2.5,secondary,False,True,True,True,False,True,True,False,0.6666666666666666,0.33333333333333337,154.8641975308642,2.5985659682605218,16.96969696969697,0.11051693404634581,0.0,12.444444444444445,1,4,1,0,0,2,2
UDISE000013,School 13,Karnataka,North,Block C,Rural,Aided,Primary,1400,68,17,6,0,True,True,True,True,0,8,True,True,False,False,False,6,8,20.58823529411765,8,6,82.3529411764706,0.4285714285714286,0.5714285714285714,upper_primary,False,True,True,False,False,True,True,True,0.6666666666666666,0.33333333333333337,423.8754325259516,3.072148503998354,77.77777777777777,0.02212705210563883,20.58823529411765,20.58823529411765,1,2,2,0,0,1,3
UDISE000096,School 96,Maharashtra,Central,Block B,Rural,Private,Secondary,833,61,25,3,7,True,True,True,True,10,11,True,True,True,True,True,9,12,13.655737704918034,21,10,33.32,1.2004801920768309,2.5210084033613445,higher_secondary,False,True,True,False,False,True,True,True,0.6666666666666666,0.33333333333333337,186.47917226552005,2.684831911000203,32.03846153846154,0.0671462829736211,13.655737704918034,13.655737704918034,2,0,1,0,2,2,0
UDISE000089,School 89,Tamil Nadu,Central,Block C,Rural,Government,Primary,1332,54,37,0,0,False,True,True,True,19,9,False,True,False,True,True,9,5,24.666666666666668,28,0,36.0,0.0,2.1021021021021022,secondary,False,True,True,False,False,False,True,True,0.5,0.5,608.4444444444445,3.245193133185574,35.05263157894737,0.04876219054763691,24.666666666666668,24.666666666666668,3,0,2,0,1,1,2
UDISE000075,School 75,Delhi,North,Block C,Urban,Aided,Higher Secondary,1732,81,47,5,6,True,True,False,True,13,7,True,True,True,True,False,9,12,21.382716049382715,20,11,36.851063829787236,0.6351039260969976,1.1547344110854503,higher_secondary,True,False,True,False,False,True,True,False,0.5,0.5,457.22054564852914,3.108289056082412,36.083333333333336,0.04500865551067513,21.382716049382715,21.382716049382715,0,2,2,1,0,0,0
UDISE000053,School 53,Karnataka,West,Block C,Urban,Aided,Higher Secondary,1482,59,5,5,0,True,False,True,True,4,1,True,False,True,False,False,6,8,25.11864406779661,5,5,296.4,0.33738191632928477,0.33738191632928477,upper_primary,True,False,True,False,False,True,False,True,0.5,0.5,630.9462798046537,3.262649391414396,247.0,0.010114632501685773,25.11864406779661,25.11864406779661,1,4,2,1,0,0,3
UDISE000062,School 62,Karnataka,Central,Block A,Urban,Government,Primary,721,27,44,2,2,True,True,False,True,1,12,True,False,True,False,True,9,8,26.703703703703702,13,4,16.386363636363637,0.5547850208044383,1.8030513176144243,secondary,True,False,True,False,False,True,True,False,0.5,0.5,713.0877914951989,3.321566111970148,16.022222222222222,0.08448753462603878,26.703703703703702,26.703703703703702,1,0,0,1,1,1,2
UDISE000003,School 3,Delhi,East,Block B,Urban,Aided,Secondary,1495,96,16,2,4,True,True,True,True,4,13,True,True,False,True,True,6,5,15.572916666666666,17,6,93.4375,0.4013377926421404,1.1371237458193981,upper_primary,True,False,True,False,False,True,True,True,0.6666666666666666,0.33333333333333337,242.51573350694443,2.8077698368699506,87.94117647058823,0.02606951871657754,15.572916666666666,15.572916666666666,0,1,1,1,0,2,3
UDISE000081,School 81,Karnataka,East,Block B,Rural,Aided,Higher Secondary,1378,96,49,2,6,True,True,False,False,2,14,True,False,False,False,True,9,8,14.354166666666666,16,8,28.122448979591837,0.5805515239477503,1.1611030478955007,secondary,False,True,True,False,False,True,True,False,0.5,0.5,206.04210069444443,2.7313868812814457,27.56,0.05293691080493111,14.354166666666666,14.354166666666666,1,1,1,0,0,0,2
UDISE000058,School 58,Delhi,North,Block C,Urban,Aided,Higher Secondary,183,99,23,6,1,True,False,False,True,2,11,True,False,True,True,False,6,5,1.8484848484848484,13,7,7.956521739130435,3.825136612021858,7.103825136612022,upper_primary,True,False,True,True,True,True,False,True,0.8333333333333334,0.16666666666666663,3.416896235078053,1.0467872208035236,7.625,0.23369565217391305,0.0,0.0,0,2,2,1,0,0,3
UDISE000046,School 46,Tamil Nadu,South,Block C,Urban,Private,Higher Secondary,436,63,10,5,7,False,True,True,True,19,6,True,False,False,False,True,6,8,6.920634920634921,25,12,43.6,2.7522935779816518,5.73394495412844,upper_primary,True,False,True,True,True,False,True,True,0.8333333333333334,0.16666666666666663,47.89518770471152,2.069471369359986,39.63636363636363,0.10755148741418764,0.0,0.0,3,3,2,1,2,0,3
UDISE000058,School 58,Delhi,North,Block C,Urban,Aided,Higher Secondary,183,99,23,6,1,True,False,False,True,2,11,True,False,True,True,False,6,5,1.8484848484848484,13,7,7.956521739130435,3.825136612021858,7.103825136612022,upper_primary,True,False,True,True,True,True,False,True,0.8333333333333334,0.16666666666666663,3.416896235078053,1.0467872208035236,7.625,0.23369565217391305,0.0,0.0,0,2,2,1,0,0,3
UDISE000058,School 58,Delhi,North,Block C,Urban,Aided,Higher Secondary,183,99,23,6,1,True,False,False,True,2,11,True,False,True,True,False,6,5,1.8484848484848484,13,7,7.956521739130435,3.825136612021858,7.103825136612022,upper_primary,True,False,True,True,True,True,False,True,0.8333333333333334,0.16666666666666663,3.416896235078053,1.0467872208035236,7.625,0.23369565217391305,0.0,0.0,0,2,2,1,0,0,3
UDISE000034,School 34,Maharashtra,West,Block B,Urban,Aided,Primary,702,34,8,7,2,False,True,True,True,3,0,True,False,False,True,True,6,12,20.647058823529413,3,9,87.75,1.282051282051282,0.4273504273504274,higher_secondary,True,False,True,True,False,False,True,True,0.6666666666666666,0.33333333333333337,426.3010380622838,3.074869594112715,78.0,0.02844950213371266,0.0,20.647058823529413,2,4,1,1,0,1,0
UDISE000071,School 71,Maharashtra,West,Block C,Urban,Government,Secondary,813,77,48,5,9,True,True,False,False,13,8,True,True,False,False,False,6,12,10.558441558441558,21,14,16.9375,1.7220172201722017,2.5830258302583027,higher_secondary,True,False,True,True,False,True,True,False,0.6666666666666666,0.33333333333333337,111.4806881430258,2.4474160408725014,16.591836734693878,0.10196560196560196,0.0,10.558441558441558,2,4,2,1,1,2,0
UDISE000091,School 91,Tamil Nadu,Central,Block B,Rural,Aided,Higher Secondary,520,69,49,0,5,True,True,True,True,8,9,False,False,False,False,True,9,5,7.536231884057971,17,5,10.612244897959183,0.9615384615384616,3.2692307692307696,secondary,False,True,True,False,False,True,True,True,0.6666666666666666,0.33333333333333337,56.79479101029195,2.1443196790543273,10.4,0.1362763915547025,7.536231884057971,7.536231884057971,3,0,1,0,0,0,2
UDISE000057,School 57,Tamil Nadu,North,Block C,Urban,Government,Secondary,1190,73,21,7,6,False,True,True,False,4,6,False,False,True,False,False,1,5,16.301369863013697,10,13,56.666666666666664,1.0924369747899159,0.8403361344537815,primary,True,False,True,False,False,False,True,True,0.5,0.5,265.7346594107712,2.8507856812020997,54.09090909090909,0.036943744752308987,16.301369863013697,16.301369863013697,3,2,2,1,1,2,1
UDISE000075,School 75,Delhi,North,Block C,Urban,Aided,Higher Secondary,1732,81,47,5,6,True,True,False,True,13,7,True,True,True,True,False,9,12,21.382716049382715,20,11,36.851063829787236,0.6351039260969976,1.1547344110854503,higher_secondary,True,False,True,False,False,True,True,False,0.5,0.5,457.22054564852914,3.108289056082412,36.083333333333336,0.04500865551067513,21.382716049382715,21.382716049382715,0,2,2,1,0,0,0
UDISE000008,School 8,Delhi,Central,Block A,Urban,Government,Primary,1906,64,36,9,1,True,True,True,True,3,12,True,True,True,True,False,1,8,29.78125,15,10,52.94444444444444,0.5246589716684155,0.7869884575026233,upper_primary,True,False,True,False,False,True,True,True,0.6666666666666666,0.33333333333333337,886.9228515625,3.4269057383723625,51.513513513513516,0.03198741478762454,29.78125,29.78125,0,0,0,1,1,1,3
UDISE000091,School 91,Tamil Nadu,Central,Block B,Rural,Aided,Higher Secondary,520,69,49,0,5,True,True,True,True,8,9,False,False,False,False,True,9,5,7.536231884057971,17,5,10.612244897959183,0.9615384615384616,3.2692307692307696,secondary,False,True,True,False,False,True,True,True,0.6666666666666666,0.33333333333333337,56.79479101029195,2.1443196790543273,10.4,0.1362763915547025,7.536231884057971,7.536231884057971,3,0,1,0,0,0,2
UDISE000044,School 44,Tamil Nadu,South,Block B,Urban,Aided,Secondary,1434,93,13,1,1,True,True,False,False,14,9,True,True,False,False,True,1,8,15.419354838709678,23,2,110.3076923076923,0.1394700139470014,1.6039051603905161,upper_primary,True,False,True,False,False,True,True,True,0.6666666666666666,0.33333333333333337,237.75650364203955,2.7984608120653767,102.42857142857143,0.0264808362369338,15.419354838709678,15.419354838709678,3,3,1,1,0,2,3
UDISE000092,School 92,Tamil Nadu,South,Block A,Urban,Private,Secondary,1020,58,24,0,3,True,False,True,False,5,14,True,False,False,True,False,9,8,17.586206896551722,19,3,42.5,0.29411764705882354,1.8627450980392157,secondary,True,False,True,False,False,True,False,True,0.5,0.5,309.27467300832336,2.922419740922523,40.8,0.04505386875612145,17.586206896551722,17.586206896551722,3,3,0,1,2,2,2
UDISE000020,School 20,Karnataka,West,Block C,Rural,Aided,Secondary,1488,81,32,5,4,False,True,True,True,2,0,True,True,True,False,False,6,5,18.37037037037037,2,9,46.5,0.6048387096774194,0.13440860215053765,upper_primary,False,True,True,False,False,False,True,True,0.5,0.5,337.4705075445816,2.9637445980605936,45.09090909090909,0.02887844190732035,18.37037037037037,18.37037037037037,1,4,2,0,0,2,3
UDISE000027,School 27,Maharashtra,South,Block A,Rural,Government,Primary,763,86,19,9,2,False,True,False,True,14,11,True,True,True,False,False,9,8,8.872093023255815,25,11,40.1578947368421,1.4416775884665793,3.2765399737876804,secondary,False,True,True,True,False,False,True,False,0.5,0.5,78.7140346133045,2.2897118900578395,38.15,0.07198952879581152,0.0,8.872093023255815,2,3,0,0,1,1,2
UDISE000056,School 56,Tamil Nadu,Central,Block B,Urban,Private,Higher Secondary,983,85,34,3,0,True,True,False,True,18,9,True,True,True,False,False,6,5,11.564705882352941,27,3,28.91176470588235,0.3051881993896236,2.746693794506612,upper_primary,True,False,True,False,False,True,True,True,0.6666666666666666,0.33333333333333337,133.7424221453287,2.5308917630298238,28.085714285714285,0.06504065040650407,11.564705882352941,11.564705882352941,3,0,1,1,2,0,3
UDISE000026,School 26,Maharashtra,East,Block A,Rural,Government,Secondary,140,10,12,3,2,True,True,False,True,5,5,True,False,False,True,False,6,5,14.0,10,5,11.666666666666666,3.571428571428571,7.142857142857142,upper_primary,False,True,True,True,True,True,True,True,1.0,0.0,196.0,2.70805020110221,10.76923076923077,0.19148936170212766,0.0,0.0,2,1,0,0,1,2,3
UDISE000052,School 52,Maharashtra,Central,Block A,Urban,Government,Primary,1442,25,34,4,6,True,True,True,True,15,9,False,True,False,False,False,9,5,57.68,24,10,42.411764705882355,0.6934812760055479,1.6643550624133148,secondary,True,False,False,False,False,True,True,True,0.5,0.5,3326.9824,4.072098953274781,41.2,0.04712404712404712,57.68,57.68,2,0,0,1,1,1,2
UDISE000032,School 32,Delhi,Central,Block A,Urban,Private,Primary,1524,14,7,5,8,False,True,False,True,13,1,False,True,False,True,False,1,5,108.85714285714286,14,13,217.71428571428572,0.8530183727034121,0.9186351706036745,primary,True,False,False,False,False,False,True,True,0.3333333333333333,0.6666666666666667,11849.877551020409,4.699180820450331,190.5,0.022295081967213116,108.85714285714286,108.85714285714286,0,0,0,1,2,1,1
UDISE000100,School 100,Delhi,West,Block C,Rural,Private,Primary,1481,83,47,1,2,True,True,False,True,17,1,True,True,False,False,False,6,8,17.843373493975903,18,3,31.51063829787234,0.2025658338960162,1.2153950033760972,upper_primary,False,True,True,False,False,True,True,True,0.6666666666666666,0.33333333333333337,318.38597764552185,2.9361613133086584,30.854166666666668,0.04588394062078273,17.843373493975903,17.843373493975903,0,4,2,0,2,1,3
UDISE000030,School 30,Tamil Nadu,South,Block B,Urban,Aided,Secondary,88,29,22,1,5,True,True,True,True,10,9,False,False,True,False,False,9,8,3.0344827586206895,19,6,4.0,6.8181818181818175,21.59090909090909,secondary,True,False,True,True,True,True,True,True,1.0,0.0,9.20808561236623,1.3948781048112822,3.8260869565217392,0.5280898876404494,0.0,0.0,3,3,1,1,0,2,2
UDISE000057,School 57,Tamil Nadu,North,Block C,Urban,Government,Secondary,1190,73,21,7,6,False,True,True,False,4,6,False,False,True,False,False,1,5,16.301369863013697,10,13,56.666666666666664,1.0924369747899159,0.8403361344537815,primary,True,False,True,False,False,False,True,True,0.5,0.5,265.7346594107712,2.8507856812020997,54.09090909090909,0.036943744752308987,16.301369863013697,16.301369863013697,3,2,2,1,1,2,1
UDISE000054,School 54,Tamil Nadu,North,Block C,Rural,Government,Secondary,873,10,29,5,8,True,True,True,True,19,14,False,False,False,False,False,1,8,87.3,33,13,30.103448275862068,1.4891179839633446,3.7800687285223367,upper_primary,False,True,False,True,True,True,True,True,0.8333333333333334,0.16666666666666663,7621.289999999999,4.480740107609915,29.1,0.08581235697940504,0.0,0.0,3,2,2,0,1,2,3
UDISE000037,School 37,Tamil Nadu,Central,Block C,Rural,Aided,Higher Secondary,1711,69,45,2,4,True,True,True,True,12,0,False,False,True,False,False,6,8,24.797101449275363,12,6,38.022222222222226,0.3506721215663355,0.701344243132671,upper_primary,False,True,True,False,False,True,True,True,0.6666666666666666,0.33333333333333337,614.8962402856544,3.2502621386888717,37.19565217391305,0.036799065420560745,24.797101449275363,24.797101449275363,3,0,2,0,0,0,3
UDISE000071,School 71,Maharashtra,West,Block C,Urban,Government,Secondary,813,77,48,5,9,True,True,False,False,13,8,True,True,False,False,False,6,12,10.558441558441558,21,14,16.9375,1.7220172201722017,2.5830258302583027,higher_secondary,True,False,True,True,False,True,True,False,0.6666666666666666,0.33333333333333337,111.4806881430258,2.4474160408725014,16.591836734693878,0.10196560196560196,0.0,10.558441558441558,2,4,2,1,1,2,0
UDISE000006,School 6,Tamil Nadu,East,Block B,Rural,Aided,Secondary,1569,12,41,6,1,False,True,True,True,3,5,False,False,True,True,False,6,12,130.75,8,7,38.26829268292683,0.44614404079031234,0.5098789037603569,higher_secondary,False,True,False,False,False,False,True,True,0.3333333333333333,0.6666666666666667,17095.5625,4.880906187421472,37.357142857142854,0.035668789808917196,130.75,130.75,3,1,1,0,0,2,0
UDISE000054,School 54,Tamil Nadu,North,Block C,Rural,Government,Secondary,873,10,29,5,8,True,True,True,True,19,14,False,False,False,False,False,1,8,87.3,33,13,30.103448275862068,1.4891179839633446,3.7800687285223367,upper_primary,False,True,False,True,True,True,True,True,0.8333333333333334,0.16666666666666663,7621.289999999999,4.480740107609915,29.1,0.08581235697940504,0.0,0.0,3,2,2,0,1,2,3
UDISE000071,School 71,Maharashtra,West,Block C,Urban,Government,Secondary,813,77,48,5,9,True,True,False,False,13,8,True,True,False,False,False,6,12,10.558441558441558,21,14,16.9375,1.7220172201722017,2.5830258302583027,higher_secondary,True,False,True,True,False,True,True,False,0.6666666666666666,0.33333333333333337,111.4806881430258,2.4474160408725014,16.591836734693878,0.10196560196560196,0.0,10.558441558441558,2,4,2,1,1,2,0
UDISE000011,School 11,Karnataka,North,Block B,Urban,Private,Primary,1730,96,20,2,4,True,True,False,False,16,11,True,False,False,False,False,6,8,18.020833333333332,27,6,86.5,0.3468208092485549,1.560693641618497,upper_primary,True,False,True,False,False,True,True,True,0.6666666666666666,0.33333333333333337,324.7504340277777,2.9455348696870773,82.38095238095238,0.030618139803581745,18.020833333333332,18.020833333333332,1,2,1,1,2,1,3
UDISE000054,School 54,Tamil Nadu,North,Block C,Rural,Government,Secondary,873,10,29,5,8,True,True,True,True,19,14,False,False,False,False,False,1,8,87.3,33,13,30.103448275862068,1.4891179839633446,3.7800687285223367,upper_primary,False,True,False,True,True,True,True,True,0.8333333333333334,0.16666666666666663,7621.289999999999,4.480740107609915,29.1,0.08581235697940504,0.0,0.0,3,2,2,0,1,2,3
UDISE000020,School 20,Karnataka,West,Block C,Rural,Aided,Secondary,1488,81,32,5,4,False,True,True,True,2,0,True,True,True,False,False,6,5,18.37037037037037,2,9,46.5,0.6048387096774194,0.13440860215053765,upper_primary,False,True,True,False,False,False,True,True,0.5,0.5,337.4705075445816,2.9637445980605936,45.09090909090909,0.02887844190732035,18.37037037037037,18.37037037037037,1,4,2,0,0,2,3
UDISE000074,School 74,Maharashtra,East,Block C,Rural,Government,Secondary,1300,49,28,7,3,False,False,False,True,14,7,True,True,True,False,False,1,5,26.53061224489796,21,10,46.42857142857143,0.7692307692307693,1.6153846153846154,primary,False,True,True,False,False,False,False,True,0.3333333333333333,0.6666666666666667,703.8733860891296,3.3152985580971293,44.827586206896555,0.045349730976172176,26.53061224489796,26.53061224489796,2,1,2,0,1,2,1
UDISE000041,School 41,Karnataka,North,Block B,Urban,Government,Primary,505,89,25,5,8,False,True,False,False,10,0,True,False,False,False,False,9,12,5.674157303370786,10,13,20.2,2.5742574257425743,1.9801980198019802,higher_secondary,True,False,True,True,False,False,True,False,0.5,0.5,32.19606110339603,1.898242949630505,19.423076923076923,0.09486166007905138,0.0,5.674157303370786,1,2,1,1,1,1,0
UDISE000012,School 12,Karnataka,West,Block B,Rural,Aided,Secondary,560,45,32,8,8,True,True,False,True,9,5,True,True,True,False,False,9,5,12.444444444444445,14,16,17.5,2.857142857142857,2.5,secondary,False,True,True,True,False,True,True,False,0.6666666666666666,0.33333333333333337,154.8641975308642,2.5985659682605218,16.96969696969697,0.11051693404634581,0.0,12.444444444444445,1,4,1,0,0,2,2
UDISE000069,School 69,Tamil Nadu,West,Block B,Rural,Government,Primary,1286,89,14,3,2,True,True,False,False,15,6,True,False,True,False,False,1,8,14.44943820224719,21,5,91.85714285714286,0.38880248833592534,1.6329704510108864,upper_primary,False,True,True,False,False,True,True,True,0.6666666666666666,0.33333333333333337,208.78626436056052,2.7375726403685317,85.73333333333333,0.03108003108003108,14.44943820224719,14.44943820224719,3,4,1,0,1,1,3
UDISE000062,School 62,Karnataka,Central,Block A,Urban,Government,Primary,721,27,44,2,2,True,True,False,True,1,12,True,False,True,False,True,9,8,26.703703703703702,13,4,16.386363636363637,0.5547850208044383,1.8030513176144243,secondary,True,False,True,False,False,True,True,False,0.5,0.5,713.0877914951989,3.321566111970148,16.022222222222222,0.08448753462603878,26.703703703703702,26.703703703703702,1,0,0,1,1,1,2
UDISE000089,School 89,Tamil Nadu,Central,Block C,Rural,Government,Primary,1332,54,37,0,0,False,True,True,True,19,9,False,True,False,True,True,9,5,24.666666666666668,28,0,36.0,0.0,2.1021021021021022,secondary,False,True,True,False,False,False,True,True,0.5,0.5,608.4444444444445,3.245193133185574,35.05263157894737,0.04876219054763691,24.666666666666668,24.666666666666668,3,0,2,0,1,1,2
UDISE000092,School 92,Tamil Nadu,South,Block A,Urban,Private,Secondary,1020,58,24,0,3,True,False,True,False,5,14,True,False,False,True,False,9,8,17.586206896551722,19,3,42.5,0.29411764705882354,1.8627450980392157,secondary,True,False,True,False,False,True,False,True,0.5,0.5,309.27467300832336,2.922419740922523,40.8,0.04505386875612145,17.586206896551722,17.586206896551722,3,3,0,1,2,2,2
UDISE000050,School 50,Maharashtra,West,Block C,Rural,Private,Primary,1264,37,27,4,5,True,True,False,True,11,9,True,False,False,True,False,1,8,34.16216216216216,20,9,46.81481481481482,0.7120253164556962,1.5822784810126582,upper_primary,False,True,True,False,False,True,True,True,0.6666666666666666,0.33333333333333337,1167.053323593864,3.559970565868281,45.142857142857146,0.04426877470355731,34.16216216216216,34.16216216216216,2,4,2,0,2,1,3
UDISE000032,School 32,Delhi,Central,Block A,Urban,Private,Primary,1524,14,7,5,8,False,True,False,True,13,1,False,True,False,True,False,1,5,108.85714285714286,14,13,217.71428571428572,0.8530183727034121,0.9186351706036745,primary,True,False,False,False,False,False,True,True,0.3333333333333333,0.6666666666666667,11849.877551020409,4.699180820450331,190.5,0.022295081967213116,108.85714285714286,108.85714285714286,0,0,0,1,2,1,1
UDISE000020,School 20,Karnataka,West,Block C,Rural,Aided,Secondary,1488,81,32,5,4,False,True,True,True,2,0,True,True,True,False,False,6,5,18.37037037037037,2,9,46.5,0.6048387096774194,0.13440860215053765,upper_primary,False,True,True,False,False,False,True,True,0.5,0.5,337.4705075445816,2.9637445980605936,45.09090909090909,0.02887844190732035,18.37037037037037,18.37037037037037,1,4,2,0,0,2,3
UDISE000019,School 19,Tamil Nadu,Central,Block A,Urban,Government,Primary,1325,88,17,6,0,True,True,False,False,3,8,True,False,False,True,True,6,5,15.056818181818182,11,6,77.94117647058823,0.4528301886792453,0.8301886792452831,upper_primary,True,False,True,False,False,True,True,True,0.6666666666666666,0.33333333333333337,226.70777376033058,2.776133568206321,73.61111111111111,0.02564102564102564,15.056818181818182,15.056818181818182,3,0,0,1,1,1,3
UDISE000041,School 41,Karnataka,North,Block B,Urban,Government,Primary,505,89,25,5,8,False,True,False,False,10,0,True,False,False,False,False,9,12,5.674157303370786,10,13,20.2,2.5742574257425743,1.9801980198019802,higher_secondary,True,False,True,True,False,False,True,False,0.5,0.5,32.19606110339603,1.898242949630505,19.423076923076923,0.09486166007905138,0.0,5.674157303370786,1,2,1,1,1,1,0
